OT_ID	Gene.Ontology.IDs
jg4237.t1	GO:0000139,GO:0005783,GO:0005795,GO:0006888,GO:0006914,GO:0008021,GO:0016358,GO:0030008,GO:0030425,GO:0045211
jg4321.t1	GO:0005085,GO:0005737,GO:0005829,GO:0005856,GO:0007155,GO:0008092,GO:0016322,GO:0016601,GO:0022405,GO:0030036,GO:0030316,GO:0033623,GO:0071526,GO:0071800
jg5135.t1	GO:0004252,GO:0005576,GO:0006508,GO:0007370,GO:0009950,GO:0009953,GO:0031638,GO:0098595,GO:0160032
m1-g12704.t1	GO:0000287,GO:0000428,GO:0003677,GO:0003899,GO:0006351,GO:0008270
jg4561.t1	GO:0005829,GO:0008465,GO:0016618,GO:0030267,GO:0051287
jg4849.t1	GO:0003723,GO:0003724,GO:0003968,GO:0005524,GO:0006351,GO:0006396,GO:0008174,GO:0016887,GO:0039694
jg4162.t1	GO:0003779,GO:0005634,GO:0005938,GO:0007298,GO:0030027,GO:0030833,GO:0031344,GO:0034316,GO:0048471,GO:0071846,GO:0071933,GO:0071944
jg4486.t1	GO:0005576,GO:0008270,GO:0008745,GO:0009253,GO:0042834,GO:0045087
jg4598.t1	GO:0000287,GO:0004496,GO:0005524,GO:0005737,GO:0005829,GO:0016126,GO:0016310,GO:0019287
jg4222.t1	GO:0005179,GO:0005576
jg3539.t1	GO:0005739,GO:0005741,GO:0008053,GO:0010635,GO:0045494,GO:0070584
jg3779.t1	GO:0001525,GO:0004222,GO:0004252,GO:0005576,GO:0005615,GO:0006508,GO:0008270,GO:0022617,GO:0030154,GO:0030198,GO:0030574,GO:0031012
jg4805.t1	GO:0000978,GO:0000981,GO:0001080,GO:0005634,GO:0005667,GO:0005737,GO:0030436,GO:0034599,GO:0036184,GO:0043935,GO:0045461,GO:1900380,GO:1900760,GO:1900766,GO:1900793,GO:1900835,GO:1903833
jg2988.t1	GO:0003676,GO:0004815,GO:0005524,GO:0005739,GO:0005759,GO:0006422,GO:0031966,GO:0070145
jg4878.t2	GO:0005737,GO:0005856,GO:0005929,GO:0007288,GO:0060271,GO:0097224
jg5129.t1	GO:0016410,GO:0019290
jg5043.t1	GO:0004714,GO:0005524,GO:0007169,GO:0016020,GO:0016310,GO:0043548,GO:0043560,GO:0046872
jg3945.t1	GO:0006821,GO:0006846,GO:0006848,GO:0015705,GO:0015706,GO:0015727,GO:0015730,GO:0016324,GO:0140161,GO:2001142
jg4514.t1	GO:0000287,GO:0003924,GO:0005525,GO:0005737,GO:0042254
jg3447.t1	GO:0000026,GO:0000030,GO:0005783,GO:0005789,GO:0006506
jg3214.t1	GO:0005652,GO:0006997,GO:0016363
jg3670.t1	GO:0005576,GO:0005615,GO:0007617,GO:0007622,GO:0007623,GO:0007631,GO:0008049,GO:0008343,GO:0032504,GO:0042594,GO:0042595
jg4085.t1	GO:0000175,GO:0000288,GO:0000958,GO:0004535,GO:0005739,GO:0005759,GO:0006397,GO:0035457,GO:0044528,GO:0045070,GO:0046872,GO:0071346,GO:0071359,GO:0090305,GO:0140374
jg3436.t1	GO:0005743,GO:0005747,GO:0006120,GO:0008137,GO:0009060,GO:0015990,GO:0032981,GO:0046872,GO:0048038,GO:0051539
jg4639.t1	GO:0005615,GO:0005794,GO:0030137,GO:0051896,GO:0060038
jg3366.t1	GO:0000139,GO:0005524,GO:0005737,GO:0005793,GO:0005802,GO:0005815,GO:0005856,GO:0005903,GO:0007030,GO:0007249,GO:0016460,GO:0016477,GO:0031032,GO:0032982,GO:0042641,GO:0043030,GO:0043066,GO:0043531,GO:0045335,GO:0048194,GO:0050714,GO:0051015,GO:0071346,GO:0090161,GO:0090164,GO:1903028
jg4281.t1	GO:0000209,GO:0004842,GO:0005634,GO:0005654,GO:0005694,GO:0005730,GO:0005813,GO:0005829,GO:0006260,GO:0006511,GO:0006513,GO:0006974,GO:0007095,GO:0009411,GO:0010971,GO:0019985,GO:0030674,GO:0031464,GO:0031465,GO:0031965,GO:0043161,GO:0045732,GO:0048511,GO:0051726,GO:0080008
jg4521.t1	
jg3543.t1	GO:0003723,GO:0006397,GO:0008380,GO:0016607,GO:0032991,GO:0034451,GO:0048024,GO:0050733
jg5149.t1	GO:0001503,GO:0001817,GO:0002227,GO:0005615,GO:0006508,GO:0006826,GO:0008236,GO:0019731,GO:0019732,GO:0031665,GO:0032680,GO:0033690,GO:0042581,GO:0043066,GO:0045669,GO:0046872,GO:0060349,GO:1900159,GO:1900229,GO:1902732,GO:2000308,GO:2001205
jg4037.t1	GO:0000151,GO:0000209,GO:0000266,GO:0000422,GO:0001933,GO:0004842,GO:0005737,GO:0005739,GO:0005783,GO:0005794,GO:0005829,GO:0006511,GO:0006513,GO:0006979,GO:0007005,GO:0007283,GO:0008270,GO:0008344,GO:0008345,GO:0010637,GO:0010821,GO:0016567,GO:0030382,GO:0031624,GO:0032436,GO:0042981,GO:0046329,GO:0048078,GO:0048477,GO:0051865,GO:0061630,GO:0061734,GO:0070050,GO:0090141,GO:1900407,GO:1901526,GO:1903599,GO:1904061,GO:1904457
jg3954.t1	GO:0004730,GO:0016798,GO:0046113,GO:0046872
jg4821.t1	GO:0000775,GO:0000785,GO:0000795,GO:0003682,GO:0005615,GO:0005634,GO:0005654,GO:0005730,GO:0007062,GO:0007130,GO:0008278,GO:0030893,GO:0034089
jg5065.t1	GO:0000118,GO:0004518,GO:0046872
jg4891.t1	GO:0004984,GO:0005549,GO:0005886,GO:0007165,GO:0007608,GO:0008104,GO:0030425,GO:0032590,GO:0042048,GO:0043025,GO:0050911
jg4270.t1	GO:0004592,GO:0005524,GO:0005737,GO:0015940
jg4270.t2	GO:0004592,GO:0005524,GO:0005737,GO:0015940
jg4853.t1	GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0006310,GO:0006508,GO:0015074,GO:0030430,GO:0042025,GO:0044423,GO:0044826,GO:0046718,GO:0046872,GO:0075713,GO:0075732
jg3506.t1	GO:0005886,GO:0007158,GO:0007268,GO:0007612,GO:0009986,GO:0016020,GO:0035176,GO:0038023,GO:0042043,GO:0045202,GO:0048488,GO:0050804,GO:0050839,GO:0071625,GO:0097104,GO:0097105,GO:0097110,GO:0098793,GO:0098839,GO:0098983,GO:0098985,GO:0099054
jg4721.t1	GO:0001754,GO:0004181,GO:0005634,GO:0005737,GO:0005739,GO:0005829,GO:0006508,GO:0007005,GO:0008270,GO:0015631,GO:0021702,GO:0021772,GO:0035609,GO:0035610,GO:0050905
jg4511.t1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0006508,GO:0008270,GO:0015074
jg3894.t1	GO:0042302
jg4261.t1	GO:0000578,GO:0000978,GO:0001706,GO:0003700,GO:0005634,GO:0007507,GO:0045893,GO:0048370
jg3158.t1	
jg4512.t1	GO:0005930,GO:0035082,GO:0070840
jg4512.t2	
jg4323.t1	GO:0000105,GO:0004477,GO:0004488,GO:0006164,GO:0009086,GO:0035999
jg4284.t1	GO:0000978,GO:0000981,GO:0005634,GO:0006357
jg4504.t1	GO:0001523,GO:0001758,GO:0004029,GO:0005829,GO:0009449,GO:0018479,GO:0019145,GO:0030392,GO:0030424,GO:0036438,GO:0042572,GO:0043878,GO:0045202,GO:0051287,GO:0106373,GO:0110095
jg4014.t1	GO:0005737,GO:0008080
jg3361.t1	GO:0000785,GO:0003688,GO:0005656,GO:0005664,GO:0006270,GO:0006275,GO:0031261
jg4765.t1	GO:0004312,GO:0004315,GO:0005737,GO:0006633,GO:0016874,GO:0031177,GO:0071770,GO:1901566
jg3766.t1	GO:0004692,GO:0005524,GO:0005737,GO:0006468,GO:0007526,GO:0030553,GO:0106310
jg3468.t1	GO:0005506,GO:0005789,GO:0020037,GO:0070330
jg3253.t1	GO:0017004,GO:0020037,GO:0031676
jg3718.t1	GO:0003690,GO:0003714,GO:0005634,GO:0005654,GO:0005694,GO:0006325,GO:0007049,GO:0008270,GO:0009966,GO:0034243,GO:0035064,GO:0043124,GO:0045892,GO:0046329,GO:0051607,GO:2001237
jg3065.t1	GO:0004252,GO:0005576,GO:0005886,GO:0006508
jg4408.t1	GO:0005524,GO:0005759,GO:0044183
jg4408.t2	GO:0005524,GO:0005759,GO:0044183
jg3952.t1	GO:0005737,GO:0005813,GO:0060271
jg3178.t1	GO:0000785,GO:0008757,GO:0010629,GO:0016279,GO:0032259,GO:0042826
jg4622.t1	NA
jg3066.t1	GO:0005829,GO:0005912,GO:0007049,GO:0016567,GO:0051301
jg3317.t1	GO:0005737,GO:0005813,GO:0005868,GO:0005874,GO:0007018,GO:0045505
jg3819.t1	GO:0004984,GO:0005549,GO:0007165,GO:0016020
jg3819.t2	GO:0004984,GO:0005549,GO:0007165,GO:0016020
jg4099.t1	GO:0000775,GO:0000785,GO:0003682,GO:0005634,GO:0005654,GO:0005694,GO:0005829,GO:0007062,GO:0008278,GO:0016363,GO:0016604,GO:0030892,GO:0034087,GO:0051179,GO:0051301,GO:0090307,GO:0097431
jg4067.t1	GO:0003677,GO:0004519,GO:0005525,GO:0006314,GO:0008033,GO:0008452,GO:0016539,GO:0046872
jg4123.t1	GO:0005524,GO:0005777,GO:0008218,GO:0046872,GO:0047077
jg5070.t1	GO:0000976,GO:0001046,GO:0003700,GO:0005634,GO:0009414,GO:0010118,GO:0010167,GO:0042128
jg2994.t1	GO:0005829,GO:0031901,GO:0033565,GO:0035091,GO:0043130,GO:0043231,GO:0043328,GO:0044389,GO:1903543,GO:1903551
jg5078.t1	NA
jg4744.t1	GO:0016491,GO:0046872
jg4079.t1	GO:0005737,GO:0007288,GO:0007608,GO:0030317,GO:0042048,GO:0097225,GO:0097730,GO:1902093,GO:1905516,GO:1990718,GO:1990834
jg4676.t1	GO:0003676,GO:0003887,GO:0005737,GO:0008270,GO:0015074,GO:0019899,GO:0042575
jg3683.t1	GO:0000278,GO:0000776,GO:0000915,GO:0000922,GO:0000940,GO:0004672,GO:0004674,GO:0005524,GO:0005634,GO:0005635,GO:0005737,GO:0005813,GO:0005814,GO:0005819,GO:0005828,GO:0005829,GO:0005874,GO:0006468,GO:0007052,GO:0007058,GO:0007098,GO:0007112,GO:0007140,GO:0007143,GO:0007147,GO:0007344,GO:0007406,GO:0007526,GO:0008104,GO:0030496,GO:0030726,GO:0030954,GO:0035044,GO:0035046,GO:0035050,GO:0048600,GO:0051257,GO:0051315,GO:0106310,GO:1990023
jg3432.t1	GO:0000030,GO:0004169,GO:0005783,GO:0007605,GO:0016020,GO:0030968,GO:0032470,GO:0035269,GO:0051117,GO:1905584
jg4269.t1	GO:0009306,GO:0016020
jg4075.t1	GO:0003883,GO:0004359,GO:0005524,GO:0005829,GO:0006241,GO:0006541,GO:0019856,GO:0042802,GO:0044210,GO:0046872
jg3811.t1	GO:0003723,GO:0005634,GO:0005737,GO:0005856,GO:0006406
jg3853.t1	GO:0005886,GO:0008381
jg3487.t1	GO:0000122,GO:0001764,GO:0004197,GO:0004843,GO:0005634,GO:0005737,GO:0005829,GO:0005856,GO:0005929,GO:0007059,GO:0007179,GO:0007292,GO:0008104,GO:0008234,GO:0016020,GO:0016477,GO:0016562,GO:0016567,GO:0016579,GO:0030426,GO:0030509,GO:0032092,GO:0032435,GO:0035520,GO:0042752,GO:0048511,GO:0048675,GO:0050821,GO:0051301,GO:0061578,GO:0070410,GO:0070536,GO:0071947,GO:0101005,GO:0180017,GO:1901537,GO:1904515,GO:1990000,GO:1990380
jg3026.t1	GO:0001917,GO:0005355,GO:0005886,GO:0030864,GO:0043621,GO:0045494,GO:0065003,GO:1904659
jg3026.t2	GO:0001917,GO:0005355,GO:0005886,GO:0030864,GO:0043621,GO:0045494,GO:0065003,GO:1904659
jg3684.t1	GO:0005509,GO:0005886,GO:0016339,GO:0050901,GO:0070492
jg3337.t1	GO:0005261,GO:0005886,GO:0007638,GO:0008381,GO:0034220,GO:0042391,GO:0050982,GO:0071260,GO:0098655
jg4896.t1	GO:0055039
jg3620.t1	GO:0000776,GO:0000922,GO:0005654,GO:0005680,GO:0005813,GO:0005829,GO:0007064,GO:0007094,GO:0007399,GO:0008284,GO:0010997,GO:0016567,GO:0030154,GO:0031145,GO:0031915,GO:0032991,GO:0033597,GO:0040020,GO:0042826,GO:0044784,GO:0045842,GO:0048471,GO:0050773,GO:0051301,GO:0090129,GO:0090307,GO:1904668,GO:1905786,GO:1990757,GO:1990949
jg3536.t1	GO:0004325,GO:0005739,GO:0005743,GO:0006783,GO:0046872,GO:0051537
jg3605.t1	GO:0005634,GO:0030018
jg4176.t1	GO:0005509,GO:0005758,GO:0007615,GO:0036444,GO:0051560,GO:0051561,GO:0072375,GO:1990246
jg4176.t2	GO:0005509,GO:0005758,GO:0007615,GO:0036444,GO:0051560,GO:0051561,GO:0072375,GO:1990246
jg4342.t1	GO:0001561,GO:0003973,GO:0005777,GO:0005782,GO:0006545,GO:0006979,GO:0010181,GO:0046296,GO:0047969
jg3148.t1	GO:0000184,GO:0003723,GO:0006446,GO:0048471
jg4865.t1	GO:0005739,GO:0005759,GO:0005829,GO:0017148,GO:0042273,GO:0043023,GO:0070130,GO:0090071,GO:0140978
jg4760.t1	GO:0003723,GO:0003724,GO:0005524,GO:0005634,GO:0005730,GO:0005829,GO:0006364,GO:0016887
jg3809.t1	GO:0000010,GO:0004659,GO:0005759,GO:0005829,GO:0006744,GO:0008299,GO:0021549,GO:0046982,GO:0050878,GO:0052923,GO:0097269,GO:1990234
jg4697.t1	GO:0001883,GO:0005654,GO:0005730,GO:0006974,GO:0042278,GO:0051725,GO:0061463,GO:0090734,GO:0140291,GO:0140293
jg4404.t1	GO:0000287,GO:0009234,GO:0030145,GO:0030976,GO:0070204
jg3069.t1	GO:0005783,GO:0005789,GO:0018812,GO:0019899,GO:0030148,GO:0030497,GO:0042761,GO:0102158
jg4061.t1	GO:0005789,GO:0006487,GO:0047874
jg3714.t1	GO:0001664,GO:0005184,GO:0005576,GO:0007186,GO:0007593,GO:0018990,GO:0031395,GO:0046982
jg2917.t1	GO:0000981,GO:0003677,GO:0005634
jg2975.t1	GO:0004143,GO:0005524,GO:0005737,GO:0005886,GO:0006654,GO:0007205,GO:0015629,GO:0046339,GO:0046834,GO:0046872
jg3630.t1	GO:0015267,GO:0016020
jg4223.t1	GO:0001889,GO:0005737,GO:0005739,GO:0005743,GO:0006225,GO:0010821,GO:0034614,GO:0048066,GO:0048742,GO:0050935,GO:0090207
jg3628.t1	GO:0005319,GO:0005524,GO:0005615,GO:0005765,GO:0005770,GO:0005886,GO:0006855,GO:0006869,GO:0008559,GO:0009410,GO:0010875,GO:0015914,GO:0016887,GO:0019538,GO:0030324,GO:0030659,GO:0032464,GO:0032585,GO:0042599,GO:0042626,GO:0042908,GO:0043129,GO:0043231,GO:0046470,GO:0046471,GO:0046618,GO:0046890,GO:0051384,GO:0055091,GO:0070925,GO:0097208,GO:0097232,GO:0097233,GO:0120019,GO:0140345,GO:0150172,GO:1902995,GO:2001140
jg4276.t1	GO:0003755,GO:0006457,GO:0007601,GO:0016020,GO:0050896
jg3806.t1	GO:0000837,GO:0004842,GO:0005635,GO:0005637,GO:0005783,GO:0005789,GO:0008270,GO:0016020,GO:0016567,GO:0030433,GO:0030970,GO:0061630,GO:0071712
jg3560.t1	GO:0005506,GO:0005739,GO:0006697,GO:0007391,GO:0007417,GO:0007494,GO:0008258,GO:0008362,GO:0016705,GO:0020037,GO:0031966,GO:0042767
jg3868.t1	GO:0000122,GO:0000978,GO:0000981,GO:0002088,GO:0005634,GO:0006355,GO:0009653,GO:0030154,GO:0043565,GO:0045892
jg3415.t1	GO:0003924,GO:0005525,GO:0060170
jg4466.t1	GO:0000272,GO:0004099,GO:0005615,GO:0006032,GO:0008270
jg4420.t1	GO:0000122,GO:0000287,GO:0003170,GO:0003281,GO:0004115,GO:0004118,GO:0005634,GO:0005737,GO:0005741,GO:0005743,GO:0005759,GO:0005783,GO:0005794,GO:0005829,GO:0005886,GO:0007193,GO:0008270,GO:0010628,GO:0010752,GO:0010754,GO:0010821,GO:0019933,GO:0019934,GO:0030224,GO:0030552,GO:0030553,GO:0030911,GO:0035904,GO:0036006,GO:0042301,GO:0042734,GO:0042802,GO:0042803,GO:0043116,GO:0043117,GO:0043949,GO:0043951,GO:0046069,GO:0047555,GO:0048471,GO:0050729,GO:0061028,GO:0071260,GO:0071320,GO:0071321,GO:0071466,GO:0071560,GO:0097011,GO:0097060,GO:1904613
jg4654.t1	GO:0005524,GO:0005737,GO:0016887,GO:0051082,GO:0140662
jg5037.t1	GO:0003676
jg4981.t1	
jg5022.t1	GO:0000785,GO:0000978,GO:0000981,GO:0001228,GO:0003712,GO:0003713,GO:0005634,GO:0005654,GO:0005813,GO:0006355,GO:0006357,GO:0016605,GO:0016925,GO:0019789,GO:0031965,GO:0042802,GO:0043565,GO:0044828,GO:0045944,GO:0046872,GO:0046983,GO:0061665,GO:1990466,GO:1990837
jg4758.t1	
jg2924.t1	NA
jg3938.t1	GO:0005783,GO:0005789,GO:0005794,GO:0006888,GO:0006890,GO:0016020,GO:0030134,GO:0033116
jg3938.t2	GO:0005783,GO:0005789,GO:0005794,GO:0006888,GO:0006890,GO:0016020,GO:0030134,GO:0033116
jg4454.t1	GO:0004016,GO:0005516,GO:0005524,GO:0005737,GO:0005794,GO:0005886,GO:0005929,GO:0006171,GO:0007165,GO:0007189,GO:0007338,GO:0007340,GO:0007608,GO:0008355,GO:0016020,GO:0030317,GO:0035556,GO:0046872,GO:0060170,GO:1904322
jg4627.t1	
jg3207.t1	GO:0003779,GO:0005634,GO:0005737,GO:0005885,GO:0030833,GO:0034314,GO:0035861,GO:0042995
jg3094.t1	GO:0000398,GO:0003723,GO:0003724,GO:0004386,GO:0005524,GO:0005634,GO:0005654,GO:0005737,GO:0016887,GO:0045087,GO:0071005
jg4394.t1	
jg4407.t1	GO:0000122,GO:0002088,GO:0005634,GO:0007219,GO:0007517,GO:0014029,GO:0021501,GO:0033504,GO:0043066,GO:0043565,GO:0045892,GO:0046982,GO:0048642
jg4407.t2	GO:0000122,GO:0002088,GO:0005634,GO:0007219,GO:0007517,GO:0014029,GO:0021501,GO:0033504,GO:0043066,GO:0043565,GO:0045892,GO:0046982,GO:0048642
jg4868.t1	GO:0004315,GO:0005737,GO:0006633,GO:0033818
jg3241.t1	NA
jg4756.t1	GO:0005737,GO:0005975,GO:0016020,GO:0016126,GO:0030259,GO:0051506,GO:0102202,GO:0102203,GO:0102205
jg3813.t1	GO:0005524,GO:0005739,GO:0005743,GO:0006879,GO:0016226,GO:0016887,GO:0034755,GO:0042626,GO:0042803,GO:0055085,GO:0070455,GO:0140466,GO:0140481,GO:1903331,GO:1903427
jg5132.t1	GO:0005654,GO:0005739,GO:0005743,GO:0005749,GO:0005886,GO:0006099,GO:0006105,GO:0006121,GO:0008177,GO:0009055,GO:0009060,GO:0022904,GO:0031966,GO:0042776,GO:0045257,GO:0045273,GO:0046872,GO:0048039,GO:0051537,GO:0051538,GO:0051539,GO:0102040
jg3606.t1	GO:0005524,GO:0005777,GO:0008218,GO:0046872,GO:0047077
jg3823.t1	GO:0005886,GO:0006629,GO:0016020
jg4108.t1	GO:0005634,GO:0005669,GO:0006367
jg3967.t1	GO:0000977,GO:0000978,GO:0000981,GO:0001228,GO:0003677,GO:0005634,GO:0006357,GO:0007403,GO:0007516,GO:0010001,GO:0010468,GO:0010628,GO:0021782,GO:0030182,GO:0031290,GO:0035165,GO:0035289,GO:0042063,GO:0042387,GO:0042690,GO:0045610,GO:0045687,GO:0045893,GO:0045944,GO:0048813,GO:0050764,GO:0060252,GO:0060857
jg5119.t1	GO:0042302
jg4600.t1	GO:0003677,GO:0003689,GO:0005524,GO:0005634,GO:0005663,GO:0006260,GO:0006281,GO:0016887,GO:0048813
jg3531.t1	GO:0005158,GO:0007165,GO:0007411,GO:0009887,GO:0016477,GO:0019901,GO:0030971,GO:0035591,GO:0060429
jg3262.t1	GO:0000139,GO:0000149,GO:0005484,GO:0005789,GO:0005794,GO:0006906,GO:0012507,GO:0015031,GO:0016192,GO:0031201,GO:0031902,GO:0035149
jg5074.t1	GO:0003676,GO:0005730,GO:0008270
jg4426.t1	GO:0005524,GO:0005739,GO:0030956,GO:0032543,GO:0050567,GO:0070681
jg3046.t1	GO:0002250,GO:0002503,GO:0005765,GO:0019886,GO:0023026,GO:0031902,GO:0042605,GO:0042613,GO:0050778,GO:0050870
jg4197.t1	GO:0042302
jg5050.t1	GO:0008194
jg4417.t1	GO:0000794,GO:0001750,GO:0001917,GO:0005783,GO:0005794,GO:0005813,GO:0005829,GO:0005876,GO:0005930,GO:0006915,GO:0007017,GO:0007018,GO:0007405,GO:0007406,GO:0008104,GO:0008283,GO:0010659,GO:0010667,GO:0015630,GO:0016939,GO:0019894,GO:0019903,GO:0032391,GO:0035869,GO:0036064,GO:0043066,GO:0044782,GO:0046587,GO:0070242,GO:0070244,GO:0120170,GO:1990075
jg4837.t1	GO:0004579,GO:0005789,GO:0006487,GO:0008250,GO:0016020,GO:0018279,GO:0035000,GO:0043686,GO:0043687,GO:0046872
jg4872.t1	GO:0005524,GO:0005777,GO:0008218,GO:0046872,GO:0047077
jg4209.t1	GO:0001525,GO:0005509,GO:0005634,GO:0005813,GO:0006915,GO:0007049,GO:0007155,GO:0007229,GO:0007283,GO:0016324,GO:0030027,GO:0030154,GO:0030426,GO:0032433,GO:0032587,GO:0042383,GO:0043204,GO:0048471,GO:0051301
jg3529.t1	GO:0003723,GO:0003724,GO:0003743,GO:0005524,GO:0005634,GO:0005737,GO:0016887
jg3912.t1	GO:0005634,GO:0005737,GO:0006508,GO:0016926,GO:0016929,GO:0070139
jg4298.t1	GO:0005634,GO:0006979,GO:0009507,GO:0009579,GO:0010287
jg4298.t2	GO:0005634,GO:0006979,GO:0009507,GO:0009579,GO:0010287
jg5150.t1	GO:0003723,GO:0004190,GO:0005198,GO:0006508,GO:0008270,GO:0008289,GO:0016020,GO:0019013,GO:0020002,GO:0039657,GO:0042025,GO:0055036,GO:0072494
jg5069.t1	GO:0017018,GO:0046872
jg3143.t1	GO:0005879,GO:0015630,GO:0036126,GO:0060271,GO:0060294,GO:0060378,GO:0097225,GO:0097228
jg4687.t1	GO:0005576,GO:0005634,GO:0005813,GO:0005814,GO:0005829,GO:0005929,GO:0015630,GO:0016020,GO:0031514,GO:0034451,GO:0036064,GO:0042802,GO:0043014,GO:0043015,GO:0060090,GO:0060271,GO:0060287
jg3095.t1	GO:0005634,GO:0006401,GO:0032299
jg4750.t1	GO:0005634,GO:0005737,GO:0016055,GO:0043161
jg4807.t1	GO:0005886,GO:0008137,GO:0042773,GO:0048038
jg2973.t1	GO:0005634,GO:0006400,GO:0016432
jg3831.t1	GO:0003735,GO:0005739,GO:0005743,GO:0005762,GO:0032543
jg4836.t1	
jg5163.t1	GO:0008643,GO:0030288,GO:0055085
jg3993.t1	GO:0000049,GO:0003735,GO:0006364,GO:0006412,GO:0022625,GO:0042273
jg4675.t1	GO:0005886,GO:0015079,GO:0015293
jg3916.t1	GO:0004673,GO:0005524,GO:0009881,GO:0050896
jg3371.t1	
jg4516.t1	GO:0005524,GO:0005737,GO:0016887,GO:0031072,GO:0042026,GO:0044183,GO:0051085,GO:0140662
jg2931.t1	GO:0008010,GO:0008011,GO:0031012,GO:0040003,GO:0062129
jg4998.t1	GO:0002281,GO:0005615,GO:0030299,GO:0031012,GO:0042632,GO:0043231,GO:0046790
jg4285.t1	GO:0001819,GO:0002237,GO:0002719,GO:0002904,GO:0005125,GO:0005615,GO:0006955,GO:0030889,GO:0032715,GO:0045893,GO:0050728,GO:0051045,GO:0051091,GO:0051384
jg3763.t1	GO:0000785,GO:0000978,GO:0000981,GO:0001228,GO:0003712,GO:0003713,GO:0005634,GO:0005654,GO:0005813,GO:0006355,GO:0006357,GO:0016605,GO:0016925,GO:0019789,GO:0031965,GO:0042802,GO:0043565,GO:0044828,GO:0045944,GO:0046872,GO:0046983,GO:0061665,GO:1990466,GO:1990837
jg3583.t1	GO:0005222,GO:0005223,GO:0005886,GO:0006812,GO:0007165,GO:0007601,GO:0015276,GO:0017022,GO:0017071,GO:0030425,GO:0030553,GO:0032026,GO:0043194,GO:0043204,GO:0044877,GO:0045296,GO:0051591,GO:0097386,GO:0098655,GO:0098659,GO:1902495
jg3583.t2	GO:0005222,GO:0005223,GO:0005886,GO:0006812,GO:0007165,GO:0007601,GO:0015276,GO:0017022,GO:0017071,GO:0030425,GO:0030553,GO:0032026,GO:0043194,GO:0043204,GO:0044877,GO:0045296,GO:0051591,GO:0097386,GO:0098655,GO:0098659,GO:1902495
jg4563.t1	GO:0004252,GO:0006508,GO:0030574
jg4746.t1	
jg4581.t1	GO:0000776,GO:0005635,GO:0007094,GO:0051301,GO:0051315,GO:0072686
jg3079.t1	GO:0000139,GO:0005769,GO:0005789,GO:0005794,GO:0005886,GO:0015095,GO:0015693,GO:0016020,GO:0022890,GO:0031901,GO:0045050,GO:0071816,GO:0072546
jg4919.t1	GO:0003677,GO:0003911,GO:0006260,GO:0006281,GO:0046872
jg4844.t1	GO:0005576,GO:0030246,GO:0046872
jg4189.t1	GO:0003341,GO:0005524,GO:0005874,GO:0005930,GO:0015630,GO:0018094,GO:0060271,GO:0070735,GO:0070736,GO:0070737
jg3674.t1	GO:0005576,GO:0005615,GO:0007617,GO:0007622,GO:0007623,GO:0007631,GO:0008049,GO:0008343,GO:0032504,GO:0042594,GO:0042595
jg2968.t1	GO:1902936
jg4388.t1	GO:0000166,GO:0005576,GO:0016491
jg4767.t1	GO:0005886,GO:0098552
jg4218.t1	GO:0000122,GO:0000785,GO:0000978,GO:0000981,GO:0001227,GO:0003700,GO:0005634,GO:0005654,GO:0005813,GO:0006355,GO:0010470,GO:0035881,GO:0038092,GO:1902871,GO:1990837
jg4470.t1	GO:0000122,GO:0000785,GO:0000786,GO:0003682,GO:0005634,GO:0005654,GO:0008270,GO:0016491,GO:0032452,GO:0042393,GO:0044726,GO:0045815,GO:0045944,GO:0050660,GO:0071514,GO:0071949,GO:0140682
jg3163.t1	GO:0005739,GO:0007005,GO:0016020,GO:0071456
jg3279.t1	GO:0005654,GO:0005783,GO:0005789,GO:0005886,GO:0007517,GO:0008307,GO:0014701,GO:0016529,GO:0030018,GO:0030314
jg3820.t1	GO:0004984,GO:0005549,GO:0005886,GO:0007165,GO:0007608,GO:0016020,GO:0032590,GO:0050911
jg3370.t1	GO:0003677,GO:0003682,GO:0003714,GO:0005634,GO:0005654,GO:0006355,GO:0014003,GO:0016604,GO:0021540,GO:0021952,GO:0021957,GO:0022008,GO:0032259,GO:0035097,GO:0042054,GO:0045892,GO:0046872,GO:0046974
jg3627.t1	GO:0005351,GO:0005765,GO:0005829,GO:0005886,GO:0006811,GO:0006820,GO:0006865,GO:0009617,GO:0015136,GO:0015538,GO:0015739,GO:0016020,GO:0016323,GO:0022857,GO:0030672,GO:0042880
jg3176.t1	GO:0005886,GO:0008028,GO:0015293,GO:0015718
jg4362.t1	GO:0005737
jg3387.t1	GO:0008104,GO:0016020
jg4723.t1	
jg3673.t1	GO:0000003,GO:0000139,GO:0002119,GO:0004175,GO:0005634,GO:0005743,GO:0005765,GO:0005789,GO:0005938,GO:0006509,GO:0006816,GO:0007219,GO:0007220,GO:0008284,GO:0008406,GO:0009792,GO:0009986,GO:0016324,GO:0016485,GO:0018991,GO:0030018,GO:0030426,GO:0031594,GO:0035253,GO:0040028,GO:0042500,GO:0042659,GO:0042987,GO:0043025,GO:0043066,GO:0043198,GO:0045121,GO:0045747,GO:0048471,GO:0050435
jg4496.t1	GO:0007112,GO:0007283,GO:0008335,GO:0030246,GO:0030496,GO:0035323,GO:0035324,GO:0045169,GO:0045171,GO:0097149
jg4931.t1	GO:0005524
jg3520.t1	
